filename,width,height,class,xmin,ymin,xmax,ymax
train_w_575.jpg,800,600,with_mask,76,126,422,485
train_w_575.jpg,800,600,with_mask,457,212,778,505
train_w_561.jpg,800,600,with_mask,1,1,795,596
train_w_207.jpg,800,600,with_mask,1,1,747,524
train_w_26.jpg,800,600,with_mask,300,186,480,485
train_w_549.jpg,800,600,with_mask,1,3,799,600
train_w_32.jpg,800,600,with_mask,91,1,651,576
train_w_165.jpg,800,600,with_mask,1,1,800,599
train_w_171.jpg,800,600,with_mask,1,1,797,596
train_w_159.jpg,800,600,with_mask,241,29,477,271
train_w_398.jpg,800,600,with_mask,1,1,798,552
train_w_367.jpg,800,600,without_mask,1,15,798,600
train_w_401.jpg,800,600,with_mask,1,4,797,600
train_w_415.jpg,800,600,with_mask,1,4,795,600
train_w_373.jpg,800,600,with_mask,285,86,517,431
train_w_429.jpg,800,600,with_mask,1,70,795,533
train_w_359.jpg,800,600,with_mask,1,4,796,577
train_w_403.jpg,800,600,with_mask,1,2,797,600
train_w_365.jpg,800,600,with_mask,1,1,796,597
train_w_371.jpg,800,600,with_mask,46,1,790,556
train_w_417.jpg,800,600,with_mask,252,104,461,350
train_w_167.jpg,800,600,with_mask,1,3,796,600
train_w_173.jpg,800,600,with_mask,1,3,798,573
train_w_198.jpg,800,600,with_mask,1,1,797,600
train_w_24.jpg,800,600,with_mask,192,10,600,572
train_w_30.jpg,800,600,with_mask,1,1,768,556
train_w_239.jpg,800,600,with_mask,175,1,605,595
train_w_577.jpg,800,600,with_mask,1,1,796,597
train_w_18.jpg,800,600,with_mask,1,1,797,600
train_w_211.jpg,800,600,with_mask,192,14,600,576
train_w_205.jpg,800,600,with_mask,1,123,800,600
train_w_563.jpg,800,600,with_mask,1,1,797,596
train_w_588.jpg,800,600,with_mask,167,48,308,239
train_w_589.jpg,800,600,with_mask,344,23,547,300
train_w_204.jpg,800,600,with_mask,1,3,797,600
train_w_562.jpg,800,600,with_mask,1,1,797,594
train_w_576.jpg,800,600,with_mask,1,5,793,600
train_w_210.jpg,800,600,with_mask,53,27,734,445
train_w_19.jpg,800,600,with_mask,123,12,620,579
train_w_238.jpg,800,600,with_mask,1,2,762,600
train_w_31.jpg,800,600,with_mask,1,1,798,600
train_w_25.jpg,800,600,with_mask,1,2,794,600
train_w_199.jpg,800,600,with_mask,1,3,798,582
train_w_172.jpg,800,600,with_mask,1,1,797,577
train_w_166.jpg,800,600,with_mask,1,10,795,600
train_w_600.jpg,800,600,with_mask,203,66,574,453
train_w_370.jpg,800,600,with_mask,314,177,514,318
train_w_416.jpg,800,600,with_mask,1,72,800,583
train_w_402.jpg,800,600,with_mask,1,6,793,600
train_w_364.jpg,800,600,with_mask,5,3,798,582
train_w_358.jpg,800,600,with_mask,1,3,795,600
train_w_465.jpg,800,600,with_mask,233,24,674,596
train_w_303.jpg,800,600,with_mask,1,11,799,579
train_w_317.jpg,800,600,with_mask,1,1,798,600
train_w_471.jpg,800,600,with_mask,1,1,797,599
train_w_459.jpg,800,600,with_mask,1,1,797,594
train_w_101.jpg,800,600,with_mask,1,45,799,600
train_w_115.jpg,800,600,with_mask,1,1,799,600
train_w_129.jpg,800,600,with_mask,438,41,624,280
train_w_511.jpg,800,600,with_mask,1,1,795,600
train_w_277.jpg,800,600,with_mask,184,1,377,475
train_w_263.jpg,800,600,with_mask,217,4,411,301
train_w_263.jpg,800,600,with_mask,537,83,698,367
train_w_263.jpg,800,600,with_mask,251,304,450,583
train_w_263.jpg,800,600,without_mask,407,208,517,400
train_w_263.jpg,800,600,without_mask,61,180,154,341
train_w_505.jpg,800,600,with_mask,1,30,789,600
train_w_42.jpg,800,600,with_mask,4,1,798,567
train_w_56.jpg,800,600,with_mask,1,2,797,600
train_w_539.jpg,800,600,with_mask,1,3,793,551
train_w_288.jpg,800,600,with_mask,474,57,618,305
train_w_81.jpg,800,600,with_mask,1,1,797,600
train_w_95.jpg,800,600,with_mask,1,98,799,600
train_w_94.jpg,800,600,with_mask,334,99,503,354
train_w_80.jpg,800,600,with_mask,4,1,800,600
train_w_289.jpg,800,600,with_mask,1,2,796,600
train_w_57.jpg,800,600,with_mask,335,70,490,277
train_w_538.jpg,800,600,with_mask,1,3,797,600
train_w_43.jpg,800,600,with_mask,1,32,799,597
train_w_262.jpg,800,600,with_mask,1,99,755,513
train_w_504.jpg,800,600,with_mask,1,7,797,600
train_w_510.jpg,800,600,with_mask,1,86,799,600
train_w_276.jpg,800,600,with_mask,197,1,781,558
train_w_128.jpg,800,600,with_mask,1,30,798,590
train_w_114.jpg,800,600,with_mask,1,2,799,600
train_w_100.jpg,800,600,with_mask,1,2,797,600
train_w_458.jpg,800,600,with_mask,1,1,791,599
train_w_316.jpg,800,600,with_mask,177,73,315,339
train_w_316.jpg,800,600,with_mask,277,10,403,225
train_w_316.jpg,800,600,with_mask,688,213,748,310
train_w_316.jpg,800,600,with_mask,122,156,193,291
train_w_470.jpg,800,600,with_mask,168,61,589,467
train_w_464.jpg,800,600,with_mask,1,26,795,600
train_w_302.jpg,800,600,with_mask,1,28,787,600
train_w_472.jpg,800,600,with_mask,474,92,645,340
train_w_472.jpg,800,600,with_mask,293,105,437,328
train_w_472.jpg,800,600,with_mask,191,109,293,328
train_w_314.jpg,800,600,with_mask,341,23,469,232
train_w_314.jpg,800,600,with_mask,515,44,684,251
train_w_300.jpg,800,600,with_mask,506,102,611,275
train_w_466.jpg,800,600,with_mask,543,101,716,305
train_w_466.jpg,800,600,with_mask,335,132,485,321
train_w_466.jpg,800,600,with_mask,95,65,258,257
train_w_328.jpg,800,600,with_mask,1,15,793,600
train_w_499.jpg,800,600,with_mask,1,24,799,600
train_w_116.jpg,800,600,with_mask,59,95,799,600
train_w_102.jpg,800,600,with_mask,1,1,799,600
train_w_506.jpg,800,600,with_mask,131,24,689,555
train_w_69.jpg,800,600,with_mask,206,1,618,469
train_w_260.jpg,800,600,with_mask,1,42,798,580
train_w_274.jpg,800,600,with_mask,152,1,626,524
train_w_512.jpg,800,600,with_mask,1,5,795,600
train_w_55.jpg,800,600,with_mask,1,1,800,600
train_w_41.jpg,800,600,with_mask,1,1,797,599
train_w_248.jpg,800,600,with_mask,1,1,797,600
train_w_96.jpg,800,600,with_mask,25,1,772,572
train_w_82.jpg,800,600,with_mask,1,20,724,600
train_w_83.jpg,800,600,with_mask,1,29,795,579
train_w_97.jpg,800,600,with_mask,1,6,795,600
train_w_249.jpg,800,600,with_mask,545,201,678,330
train_w_40.jpg,800,600,with_mask,1,1,800,600
train_w_54.jpg,800,600,with_mask,349,59,739,600
train_w_275.jpg,800,600,with_mask,1,94,796,600
train_w_513.jpg,800,600,with_mask,1,1,797,599
train_w_507.jpg,800,600,with_mask,351,63,443,209
train_w_261.jpg,800,600,with_mask,1,2,796,600
train_w_68.jpg,800,600,with_mask,1,3,799,600
train_w_103.jpg,800,600,with_mask,1,1,799,600
train_w_117.jpg,800,600,with_mask,244,39,480,413
train_w_498.jpg,800,600,with_mask,1,184,795,600
train_w_329.jpg,800,600,with_mask,1,1,757,570
train_w_301.jpg,800,600,with_mask,393,60,501,256
train_w_467.jpg,800,600,with_mask,1,1,747,596
train_w_473.jpg,800,600,with_mask,1,5,785,600
train_w_315.jpg,800,600,with_mask,5,1,800,592
train_w_339.jpg,800,600,with_mask,24,123,755,600
train_w_311.jpg,800,600,with_mask,152,46,714,354
train_w_477.jpg,800,600,with_mask,385,40,468,163
train_w_463.jpg,800,600,with_mask,162,53,264,228
train_w_463.jpg,800,600,with_mask,378,90,472,269
train_w_463.jpg,800,600,with_mask,553,28,703,259
train_w_305.jpg,800,600,with_mask,1,4,791,600
train_w_488.jpg,800,600,with_mask,1,3,787,600
train_w_113.jpg,800,600,with_mask,1,2,798,560
train_w_107.jpg,800,600,with_mask,1,31,796,600
train_w_259.jpg,800,600,with_mask,1,159,759,600
train_w_50.jpg,800,600,with_mask,4,1,797,596
train_w_44.jpg,800,600,with_mask,1,56,799,587
train_w_265.jpg,800,600,with_mask,1,92,795,600
train_w_503.jpg,800,600,with_mask,60,1,722,540
train_w_517.jpg,800,600,with_mask,231,165,320,292
train_w_271.jpg,800,600,with_mask,473,93,799,551
train_w_78.jpg,800,600,with_mask,1,1,798,600
train_w_93.jpg,800,600,with_mask,1,19,797,576
train_w_87.jpg,800,600,with_mask,186,152,625,585
train_w_86.jpg,800,600,with_mask,1,1,799,600
train_w_92.jpg,800,600,with_mask,1,4,799,600
train_w_516.jpg,800,600,with_mask,189,74,453,428
train_w_79.jpg,800,600,with_mask,4,1,800,590
train_w_270.jpg,800,600,with_mask,1,4,797,600
train_w_264.jpg,800,600,with_mask,1,4,798,600
train_w_502.jpg,800,600,with_mask,1,94,793,600
train_w_45.jpg,800,600,with_mask,1,83,795,595
train_w_51.jpg,800,600,with_mask,1,1,797,600
train_w_258.jpg,800,600,with_mask,1,2,797,600
train_w_106.jpg,800,600,with_mask,36,1,800,600
train_w_112.jpg,800,600,with_mask,126,18,276,275
train_w_112.jpg,800,600,with_mask,525,64,686,384
train_w_489.jpg,800,600,with_mask,1,65,800,600
train_w_462.jpg,800,600,with_mask,239,1,547,580
train_w_304.jpg,800,600,with_mask,6,6,796,598
train_w_310.jpg,800,600,with_mask,1,10,795,600
train_w_476.jpg,800,600,with_mask,458,94,633,303
train_w_338.jpg,800,600,with_mask,1,1,791,573
train_w_448.jpg,800,600,with_mask,1,92,772,600
train_w_306.jpg,800,600,with_mask,7,8,800,600
train_w_460.jpg,800,600,with_mask,1,1,739,599
train_w_474.jpg,800,600,with_mask,1,121,795,594
train_w_312.jpg,800,600,with_mask,1,3,796,600
train_w_9.jpg,800,600,with_mask,255,179,435,389
train_w_138.jpg,800,600,with_mask,1,2,799,600
train_w_104.jpg,800,600,with_mask,1,1,797,552
train_w_110.jpg,800,600,with_mask,337,68,433,213
train_w_47.jpg,800,600,with_mask,1,173,799,592
train_w_528.jpg,800,600,with_mask,1,5,797,600
train_w_53.jpg,800,600,with_mask,307,155,459,287
train_w_272.jpg,800,600,with_mask,6,1,797,594
train_w_514.jpg,800,600,with_mask,1,1,797,594
train_w_500.jpg,800,600,with_mask,1,26,793,600
train_w_266.jpg,800,600,with_mask,242,136,471,472
train_w_84.jpg,800,600,with_mask,1,3,798,600
train_w_90.jpg,800,600,with_mask,1,1,799,600
train_w_299.jpg,800,600,with_mask,33,85,464,600
train_w_299.jpg,800,600,with_mask,477,51,800,519
train_w_298.jpg,800,600,with_mask,448,119,545,257
train_w_91.jpg,800,600,with_mask,1,26,794,594
train_w_85.jpg,800,600,with_mask,1,1,799,600
train_w_501.jpg,800,600,with_mask,197,28,599,578
train_w_267.jpg,800,600,with_mask,204,61,624,400
train_w_273.jpg,800,600,with_mask,1,4,795,600
train_w_515.jpg,800,600,with_mask,381,205,472,326
train_w_52.jpg,800,600,with_mask,345,166,459,331
train_w_46.jpg,800,600,with_mask,72,300,800,600
train_w_529.jpg,800,600,with_mask,1,5,749,600
train_w_111.jpg,800,600,with_mask,122,1,657,600
train_w_105.jpg,800,600,with_mask,1,36,800,600
train_w_139.jpg,800,600,with_mask,1,1,797,600
train_w_8.jpg,800,600,with_mask,541,1,725,212
train_w_475.jpg,800,600,with_mask,1,84,797,596
train_w_313.jpg,800,600,with_mask,83,4,726,599
train_w_307.jpg,800,600,with_mask,1,1,796,594
train_w_461.jpg,800,600,with_mask,1,1,795,569
train_w_449.jpg,800,600,with_mask,195,40,664,392
train_w_444.jpg,800,600,with_mask,1,5,795,600
train_w_322.jpg,800,600,with_mask,264,3,490,280
train_w_336.jpg,800,600,with_mask,26,32,800,600
train_w_450.jpg,800,600,with_mask,1,7,791,600
train_w_478.jpg,800,600,with_mask,628,226,689,319
train_w_478.jpg,800,600,with_mask,737,121,800,190
train_w_478.jpg,800,600,with_mask,568,84,635,161
train_w_478.jpg,800,600,with_mask,464,69,551,211
train_w_478.jpg,800,600,with_mask,268,253,381,380
train_w_478.jpg,800,600,with_mask,164,117,226,205
train_w_478.jpg,800,600,with_mask,1,86,64,176
train_w_478.jpg,800,600,with_mask,68,211,151,317
train_w_478.jpg,800,600,with_mask,362,88,428,180
train_w_5.jpg,800,600,with_mask,1,1,800,600
train_w_487.jpg,800,600,with_mask,1,5,795,600
train_w_493.jpg,800,600,with_mask,26,5,797,600
train_w_120.jpg,800,600,with_mask,1,2,798,600
train_w_134.jpg,800,600,with_mask,408,150,538,341
train_w_108.jpg,800,600,with_mask,260,151,505,580
train_w_530.jpg,800,600,with_mask,239,96,370,182
train_w_256.jpg,800,600,with_mask,1,1,788,591
train_w_242.jpg,800,600,with_mask,1,1,795,600
train_w_524.jpg,800,600,with_mask,228,19,606,571
train_w_63.jpg,800,600,with_mask,1,2,798,600
train_w_77.jpg,800,600,with_mask,1,1,798,600
train_w_518.jpg,800,600,with_mask,643,284,776,490
train_w_518.jpg,800,600,with_mask,541,142,685,338
train_w_518.jpg,800,600,with_mask,437,5,560,176
train_w_518.jpg,800,600,with_mask,339,171,485,378
train_w_518.jpg,800,600,with_mask,162,336,312,524
train_w_518.jpg,800,600,with_mask,39,280,112,465
train_w_518.jpg,800,600,with_mask,93,149,193,274
train_w_518.jpg,800,600,without_mask,331,42,410,132
train_w_518.jpg,800,600,without_mask,1,44,68,163
train_w_295.jpg,800,600,with_mask,1,31,798,544
train_w_88.jpg,800,600,with_mask,1,2,798,600
train_w_281.jpg,800,600,with_mask,44,85,155,264
train_w_281.jpg,800,600,with_mask,14,248,161,520
train_w_281.jpg,800,600,with_mask,457,41,777,442
train_w_281.jpg,800,600,with_mask,266,106,384,335
train_w_281.jpg,800,600,without_mask,254,17,347,155
train_w_281.jpg,800,600,with_mask,724,2,800,308
train_w_280.jpg,800,600,with_mask,1,3,796,600
train_w_89.jpg,800,600,with_mask,1,1,799,600
train_w_294.jpg,800,600,with_mask,1,23,796,581
train_w_76.jpg,800,600,with_mask,397,61,578,325
train_w_519.jpg,800,600,with_mask,1,1,800,600
train_w_62.jpg,800,600,with_mask,376,2,680,494
train_w_243.jpg,800,600,with_mask,223,77,571,325
train_w_525.jpg,800,600,with_mask,1,1,793,600
train_w_531.jpg,800,600,with_mask,183,7,670,549
train_w_257.jpg,800,600,with_mask,1,3,797,600
train_w_109.jpg,800,600,with_mask,26,62,89,156
train_w_109.jpg,800,600,with_mask,188,21,232,92
train_w_109.jpg,800,600,with_mask,366,2,425,105
train_w_109.jpg,800,600,with_mask,378,132,424,213
train_w_109.jpg,800,600,with_mask,197,151,266,265
train_w_109.jpg,800,600,with_mask,74,383,128,488
train_w_109.jpg,800,600,with_mask,8,449,68,557
train_w_109.jpg,800,600,with_mask,274,487,330,587
train_w_109.jpg,800,600,with_mask,113,341,155,430
train_w_109.jpg,800,600,with_mask,388,374,443,446
train_w_109.jpg,800,600,with_mask,428,423,486,507
train_w_109.jpg,800,600,with_mask,492,185,538,257
train_w_109.jpg,800,600,with_mask,720,286,775,373
train_w_109.jpg,800,600,with_mask,685,32,743,150
train_w_109.jpg,800,600,with_mask,499,1,553,98
train_w_109.jpg,800,600,with_mask,574,11,627,97
train_w_109.jpg,800,600,with_mask,637,1,681,38
train_w_109.jpg,800,600,with_mask,8,52,53,122
train_w_109.jpg,800,600,without_mask,56,142,123,251
train_w_135.jpg,800,600,with_mask,1,102,733,543
train_w_121.jpg,800,600,with_mask,1,1,794,551
train_w_492.jpg,800,600,with_mask,376,30,649,319
train_w_492.jpg,800,600,with_mask,116,151,349,409
train_w_486.jpg,800,600,with_mask,1,5,778,600
train_w_4.jpg,800,600,with_mask,1,1,798,600
train_w_479.jpg,800,600,with_mask,1,107,793,600
train_w_337.jpg,800,600,with_mask,1,8,791,600
train_w_451.jpg,800,600,with_mask,1,24,795,524
train_w_445.jpg,800,600,with_mask,1,5,797,600
train_w_323.jpg,800,600,with_mask,167,141,305,299
train_w_453.jpg,800,600,with_mask,1,1,799,590
train_w_335.jpg,800,600,with_mask,376,154,457,280
train_w_335.jpg,800,600,with_mask,492,69,673,306
train_w_335.jpg,800,600,with_mask,77,1,359,296
train_w_335.jpg,800,600,without_mask,727,246,791,337
train_w_335.jpg,800,600,without_mask,669,142,709,204
train_w_321.jpg,800,600,with_mask,1,3,795,600
train_w_447.jpg,800,600,with_mask,1,3,772,600
train_w_309.jpg,800,600,with_mask,2,4,796,592
train_w_490.jpg,800,600,with_mask,135,115,614,600
train_w_6.jpg,800,600,with_mask,1,1,798,600
train_w_484.jpg,800,600,with_mask,3,1,797,596
train_w_137.jpg,800,600,with_mask,2,150,800,596
train_w_123.jpg,800,600,with_mask,350,1,730,493
train_w_527.jpg,800,600,with_mask,1,7,797,586
train_w_241.jpg,800,600,with_mask,1,9,792,600
train_w_48.jpg,800,600,with_mask,1,62,799,600
train_w_255.jpg,800,600,with_mask,422,117,547,273
train_w_533.jpg,800,600,with_mask,435,138,539,282
train_w_74.jpg,800,600,with_mask,359,1,671,506
train_w_269.jpg,800,600,with_mask,1,5,797,600
train_w_60.jpg,800,600,with_mask,1,116,736,600
train_w_282.jpg,800,600,with_mask,1,1,777,600
train_w_296.jpg,800,600,with_mask,316,97,501,353
train_w_297.jpg,800,600,with_mask,1,108,800,600
train_w_283.jpg,800,600,with_mask,1,2,797,600
train_w_61.jpg,800,600,with_mask,1,1,796,600
train_w_268.jpg,800,600,with_mask,1,17,796,600
train_w_75.jpg,800,600,with_mask,1,1,798,600
train_w_254.jpg,800,600,with_mask,127,87,649,527
train_w_532.jpg,800,600,with_mask,1,19,795,565
train_w_526.jpg,800,600,with_mask,1,7,795,600
train_w_49.jpg,800,600,with_mask,1,14,799,592
train_w_240.jpg,800,600,with_mask,1,2,796,600
train_w_122.jpg,800,600,with_mask,1,1,799,600
train_w_136.jpg,800,600,with_mask,1,1,706,600
train_w_485.jpg,800,600,with_mask,1,3,795,561
train_w_7.jpg,800,600,with_mask,1,2,799,565
train_w_491.jpg,800,600,with_mask,170,88,506,530
train_w_308.jpg,800,600,with_mask,1,110,796,579
train_w_320.jpg,800,600,with_mask,1,16,786,600
train_w_446.jpg,800,600,with_mask,228,21,331,153
train_w_446.jpg,800,600,with_mask,74,196,158,313
train_w_446.jpg,800,600,with_mask,351,17,501,232
train_w_446.jpg,800,600,with_mask,622,113,741,242
train_w_446.jpg,800,600,with_mask,556,192,620,286
train_w_446.jpg,800,600,with_mask,376,338,531,511
train_w_446.jpg,800,600,with_mask,126,65,206,174
train_w_446.jpg,800,600,with_mask,266,188,333,274
train_w_452.jpg,800,600,with_mask,1,59,789,590
train_w_334.jpg,800,600,with_mask,1,3,788,589
train_w_318.jpg,800,600,with_mask,1,18,798,600
train_w_330.jpg,800,600,with_mask,1,3,791,600
train_w_456.jpg,800,600,with_mask,1,15,797,596
train_w_442.jpg,800,600,with_mask,87,55,318,361
train_w_324.jpg,800,600,with_mask,1,10,798,600
train_w_495.jpg,800,600,with_mask,1,67,791,600
train_w_3.jpg,800,600,with_mask,118,1,627,600
train_w_481.jpg,800,600,with_mask,262,92,583,507
train_w_132.jpg,800,600,with_mask,237,4,573,542
train_w_126.jpg,800,600,with_mask,1,3,799,600
train_w_71.jpg,800,600,with_mask,1,1,798,600
train_w_278.jpg,800,600,with_mask,236,1,544,516
train_w_65.jpg,800,600,with_mask,1,1,797,600
train_w_244.jpg,800,600,with_mask,1,2,796,600
train_w_522.jpg,800,600,with_mask,1,3,793,600
train_w_536.jpg,800,600,with_mask,216,82,345,215
train_w_536.jpg,800,600,with_mask,370,117,476,240
train_w_59.jpg,800,600,with_mask,3,1,796,579
train_w_250.jpg,800,600,with_mask,1,3,796,600
train_w_287.jpg,800,600,with_mask,1,56,793,600
train_w_293.jpg,800,600,with_mask,1,3,768,600
train_w_292.jpg,800,600,with_mask,1,18,799,600
train_w_286.jpg,800,600,with_mask,1,2,798,600
train_w_537.jpg,800,600,with_mask,81,157,483,457
train_w_251.jpg,800,600,with_mask,1,1,796,600
train_w_58.jpg,800,600,with_mask,1,1,794,595
train_w_245.jpg,800,600,with_mask,1,92,746,495
train_w_523.jpg,800,600,with_mask,1,9,795,600
train_w_64.jpg,800,600,with_mask,198,48,606,501
train_w_279.jpg,800,600,with_mask,1,2,796,600
train_w_70.jpg,800,600,with_mask,59,1,636,557
train_w_127.jpg,800,600,with_mask,2,4,800,600
train_w_133.jpg,800,600,with_mask,221,128,629,529
train_w_480.jpg,800,600,with_mask,1,46,797,600
train_w_2.jpg,800,600,with_mask,5,1,800,597
train_w_494.jpg,800,600,with_mask,1,3,799,600
train_w_443.jpg,800,600,with_mask,68,5,795,599
train_w_325.jpg,800,600,with_mask,81,70,324,461
train_w_325.jpg,800,600,with_mask,308,115,658,477
train_w_331.jpg,800,600,with_mask,1,118,798,599
train_w_457.jpg,800,600,with_mask,89,132,162,234
train_w_457.jpg,800,600,with_mask,351,67,426,184
train_w_457.jpg,800,600,with_mask,306,107,358,184
train_w_457.jpg,800,600,with_mask,403,244,470,359
train_w_457.jpg,800,600,with_mask,560,90,633,196
train_w_457.jpg,800,600,with_mask,714,51,795,174
train_w_457.jpg,800,600,with_mask,639,115,681,219
train_w_457.jpg,800,600,with_mask,441,126,508,236
train_w_457.jpg,800,600,without_mask,153,49,214,144
train_w_457.jpg,800,600,without_mask,237,130,266,219
train_w_319.jpg,800,600,with_mask,1,15,772,600
train_w_469.jpg,800,600,with_mask,1,1,795,596
train_w_327.jpg,800,600,with_mask,1,6,798,600
train_w_441.jpg,800,600,with_mask,1,71,758,600
train_w_455.jpg,800,600,with_mask,1,1,797,599
train_w_333.jpg,800,600,with_mask,1,3,795,600
train_w_0.jpg,800,600,with_mask,1,1,800,596
train_w_482.jpg,800,600,with_mask,268,180,549,411
train_w_496.jpg,800,600,with_mask,1,38,799,576
train_w_119.jpg,800,600,with_mask,1,1,799,600
train_w_125.jpg,800,600,with_mask,2,1,800,600
train_w_131.jpg,800,600,with_mask,1,2,798,600
train_w_66.jpg,800,600,with_mask,1,1,798,600
train_w_509.jpg,800,600,with_mask,1,7,791,600
train_w_72.jpg,800,600,with_mask,469,158,683,514
train_w_253.jpg,800,600,with_mask,445,61,725,583
train_w_535.jpg,800,600,with_mask,356,207,453,342
train_w_521.jpg,800,600,with_mask,1,190,795,600
train_w_247.jpg,800,600,with_mask,1,2,796,600
train_w_290.jpg,800,600,with_mask,273,58,507,451
train_w_99.jpg,800,600,with_mask,231,84,711,393
train_w_284.jpg,800,600,with_mask,1,2,798,600
train_w_285.jpg,800,600,with_mask,177,1,622,600
train_w_98.jpg,800,600,with_mask,13,2,797,571
train_w_291.jpg,800,600,with_mask,1,1,799,600
train_w_520.jpg,800,600,with_mask,287,132,506,457
train_w_246.jpg,800,600,with_mask,1,1,796,600
train_w_252.jpg,800,600,with_mask,1,95,790,600
train_w_534.jpg,800,600,with_mask,1,203,799,600
train_w_73.jpg,800,600,with_mask,198,98,592,435
train_w_67.jpg,800,600,with_mask,396,117,557,408
